Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2010-01-04,23.173341751098633,23.28565168121336,22.903796776344695,22.926259333606936,38409100
2010-01-05,23.180828094482422,23.285651934749307,22.94123319346941,23.098468239820612,49749600
2010-01-06,23.038570404052734,23.270677794858127,22.85138670189715,23.120930261894337,58182400
2010-01-07,22.79897689819336,22.986160611879352,22.604305664588118,22.933747972444618,50559700
2010-01-08,22.956207275390625,23.120928405949783,22.641738623888088,22.671688699316043,51197400
2010-01-11,22.664207458496094,23.03108741552594,22.551897500727545,22.99364981087069,68754700
2010-01-12,22.514461517333984,22.76154401345659,22.394664030007792,22.57436026099708,65912100
2010-01-13,22.724105834960938,22.85139083255895,22.469535839764912,22.656719575756192,51863500
2010-01-14,23.180828094482422,23.285651934749307,22.65671460554103,22.694150773287465,63228100
2010-01-15,23.10595703125,23.39047563484455,22.993645665630087,23.270678177741754,79913200
2010-01-19,23.285659790039062,23.390482237568968,22.97119101935061,23.023602243115562,46575700
2010-01-20,22.903799057006836,23.165856538767923,22.694152785978293,23.068520209037445,54849500
2010-01-21,22.46953010559082,23.001131094655346,22.46204258669014,22.918771242944263,73086700
2010-01-22,21.68336296081543,22.611795533889367,21.593515568646048,22.462047976142333,102004600
2010-01-25,21.95290756225586,22.207477548565663,21.788186394448907,21.893008825953466,63373000
2010-01-26,22.087677001953125,22.349734472341723,21.780695842614524,21.863057129104796,66639900
2010-01-27,22.2149658203125,22.327275776164925,21.72828839288629,21.975370867001047,63949500
2010-01-28,21.833110809326172,22.3647133611191,21.63095203210498,22.342250798728333,117513700
2010-01-29,21.09935188293457,22.402150571701963,20.71000935210331,22.38717552941646,193888500
2010-02-01,21.27155303955078,21.323964240860285,20.904673202286112,21.25657800257717,85931100
2010-02-02,21.308998107910156,21.3389481943721,21.069403128609494,21.24161326956823,54413700
2010-02-03,21.436277389526367,21.556076275254675,21.05442388589232,21.159246304293955,61397900
2010-02-04,20.84478187561035,21.33894684622235,20.82231931218303,21.249098020611697,77850000
2010-02-05,20.97954750061035,21.17421870199803,20.642616300497423,20.964572463250185,80960100
2010-02-08,20.754924774169922,21.024469715424747,20.6426148580131,20.972058516424767,52820600
2010-02-09,20.972064971923828,21.21914743476355,20.777393724217003,20.942114890077313,59195800
2010-02-10,20.957088470458984,21.144272184658973,20.84477852755867,20.987038550218216,48591300
2010-02-11,21.054418563842773,21.264063347652893,20.739949960029612,20.912158583330207,65993700
2010-02-12,20.912160873413086,21.00949575825575,20.650103436854643,20.82231207901374,81117200
2010-02-16,21.325897216796875,21.340942285608786,21.077659320507248,21.1604043294193,51935600
2010-02-17,21.506425857543945,21.55155961266445,21.333411933935174,21.461292102423442,45882900
2010-02-18,21.792278289794922,21.83741348674071,21.446250388535773,21.50642921635373,42856500
2010-02-19,21.64183235168457,21.75466747665492,21.581653522715285,21.656877417621004,44451800
2010-02-22,21.61174201965332,21.769712340969928,21.551563191241385,21.694488446760896,36707100
2010-02-23,21.310850143432617,21.68696821969142,21.130313639001585,21.574133083769098,52266200
2010-02-24,21.53652000427246,21.656879106372806,21.348460969731995,21.453775004722726,43165900
2010-02-25,21.513954162597656,21.55156539616192,21.07765725327989,21.265716290654385,48735300
2010-02-26,21.56661033630371,21.702013071979028,21.446252667876,21.5515652690561,40370600
2010-03-01,21.829893112182617,21.852459278110143,21.461297576008466,21.641834077311525,43805400
2010-03-02,21.40864372253418,22.04052230904615,21.243152258362695,21.875030844874665,93123900
2010-03-03,21.40864372253418,21.52148031173597,21.325898707836856,21.44625639719372,48442100
2010-03-04,21.53652000427246,21.551565071382075,21.26571597018226,21.408639803393882,42890600
2010-03-05,21.506425857543945,21.574127207612808,21.378545689055677,21.5590821443139,56001800
2010-03-08,21.53652000427246,21.762191706586965,21.43872993761311,21.453775004722726,39414500
2010-03-09,21.66440200805664,21.89759626333231,21.476342957865953,21.48386549204678,50271600
2010-03-10,21.792278289794922,21.897592314558672,21.664398101334708,21.7095332982805,44891400
2010-03-11,21.950258255004883,21.957780791134756,21.70202030182724,21.73210901156968,35349700
2010-03-12,22.017953872680664,22.100698878860904,21.844939891385906,22.055565108691983,31700200
2010-03-15,22.033002853393555,22.093181702563626,21.822376163909837,21.950256397743356,37512000
2010-03-16,22.093177795410156,22.183445335813083,21.965297584192108,22.130789031448597,36723500
2010-03-17,22.288761138916016,22.469299115149525,22.115747132700537,22.190971050335015,50385700
2010-03-18,22.273712158203125,22.35645715644559,22.190965725184114,22.2887557902985,43845200
2010-03-19,22.2586669921875,22.49185978855739,22.078130494858243,22.386547190476126,81332100
2010-03-22,22.266183853149414,22.341407733233684,22.108213561494832,22.190959973065148,37718200
2010-03-23,22.476816177368164,22.4918612451474,22.123265693215902,22.258668433675766,42026600
2010-03-24,22.303802490234375,22.45425030041613,22.266191255077263,22.356458793364993,33987700
2010-03-25,22.574613571166992,22.99586553542198,22.41664318783574,22.43921079539078,73168700
2010-03-26,22.311325073242188,22.71753330075943,22.258668769995875,22.634786861499993,55595500
2010-03-29,22.2586669921875,22.431680956114306,22.22857685857769,22.34893452346386,33336000
2010-03-30,22.394071578979492,22.46177295043334,22.19096746461795,22.288757537397583,34954800
2010-03-31,22.033002853393555,22.356463270947103,21.94273386224998,22.29628442177703,63760000
2010-04-01,21.935213088989258,22.22106372159449,21.529006183151633,22.078138405291874,74768100
2010-04-05,22.017953872680664,22.138311549648904,21.837417357228304,21.912639829250942,34331200
2010-04-06,22.055559158325195,22.25114068932684,21.79979880507507,21.927678981700133,47366800
2010-04-07,22.0781307220459,22.236099620793322,21.920160388521918,21.93520545548164,58318800
2010-04-08,22.50690269470215,22.552036456007492,22.040515711958925,22.055560777319506,63713800
2010-04-09,22.822843551635742,22.875499849447234,22.491859263536565,22.52947192967085,54752500
2010-04-12,22.807804107666016,22.93568433449407,22.72505765654879,22.755147796873914,37068800
2010-04-13,22.905593872070312,22.943205109815047,22.66487707226306,22.679922141271653,41374600
2010-04-14,23.18391990661621,23.319322654821384,23.063562227050884,23.16135373843316,68941200
2010-04-15,23.221532821655273,23.281711662068812,23.101173706051462,23.183920149661354,52745400
2010-04-16,23.071086883544922,23.3042797298057,23.018430573238632,23.16135586891059,88703100
2010-04-19,23.349411010742188,23.507379915078747,23.138784370183505,23.146306903929524,64970300
2010-04-20,23.59012794494629,23.650306784202716,23.41711252665445,23.484813900165015,52199500
2010-04-21,23.567554473876953,23.69543465480186,23.49233058484295,23.567554473876953,55343100
