Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2010-01-04,85.27921295166016,85.32436026034478,83.909689091789,84.55682730765226,118944600
2010-01-05,85.50492858886719,85.54255516171874,84.91799079484048,85.22651261739804,111579900
2010-01-06,85.56514739990234,85.77584247522753,85.35445232457717,85.42217328121302,116074400
2010-01-07,85.92633819580078,86.03168572750181,85.16632608194911,85.40712126026717,131091100
2010-01-08,86.21227264404297,86.24989921943498,85.52751375178164,85.70058222016236,126402800
2010-01-11,86.33268737792969,86.63367706683287,85.96396524930574,86.59605622622514,106375700
2010-01-12,85.52757263183594,85.94143654101892,85.1964769116789,85.76084148503023,163333500
2010-01-13,86.24989318847656,86.4906883275236,85.30928627954147,85.74572352212054,161822000
2010-01-14,86.48316955566406,86.64119084149681,86.09940029520766,86.15207405715192,115718800
2010-01-15,85.5124740600586,86.41545459912797,85.18137851659503,86.33268645427233,212283100
2010-01-19,86.58100128173828,86.63367505017122,85.47484640363618,85.4974257966876,139172700
2010-01-20,85.70060729980469,86.12199751066682,85.01584820715371,85.99407630251382,216490200
2010-01-21,84.05268096923828,85.98656969208395,83.94733339219708,85.72320074948091,344859600
2010-01-22,82.178955078125,84.08274280612169,82.0886547356354,83.67639987643315,345942400
2010-01-25,82.60037231445312,83.08196855817636,82.32948268006305,82.9314679379467,186937500
2010-01-26,82.25420379638672,83.12708989792152,82.05103519882802,82.27677744711437,211168800
2010-01-27,82.6455078125,82.83362924206081,81.5167792351351,82.14886448277444,271863600
2010-01-28,81.69734954833984,82.96152540317138,81.20071210948211,82.91637811082305,316104000
2010-01-29,80.8094253540039,82.62291834350918,80.68150418423222,82.05102769963496,310677600
2010-02-01,82.06610870361328,82.07363516993945,80.89223256124362,81.38134953423487,187865000
2010-02-02,83.05940246582031,83.21742383661834,81.9306734678236,82.21662182156413,216327900
2010-02-03,82.6455078125,83.1346246775602,82.40471261230257,82.68312865380591,172730700
2010-02-04,80.09457397460938,82.04350904151097,80.07952104672812,82.00588820382758,356715700
2010-02-05,80.2601318359375,80.42567387639556,78.69496011788378,80.18487866908042,493585800
2010-02-08,79.68071746826172,80.76429881067993,79.62051722901387,80.32032922249049,224166900
2010-02-09,80.6814956665039,81.3813074062691,79.96663100187867,80.61376898665115,337820500
2010-02-10,80.52351379394531,80.96747769735718,79.84627536915376,80.55361391738177,240511500
2010-02-11,81.36630249023438,81.45660286964869,79.9516309921494,80.41817434093853,223591600
2010-02-12,81.29854583740234,81.3436931367927,80.14724377487191,80.50843365201384,304622100
2010-02-16,82.57778930664062,82.66056320314178,81.13301796209291,81.91560387564233,159317500
2010-02-17,82.96907043457031,83.08194443171176,82.57777467661465,82.97659115763909,168845100
2010-02-18,83.45820617675781,83.63127470272421,82.80354143777004,82.83364155989707,193708600
2010-02-19,83.63128662109375,83.95485580380749,83.04434850849955,83.23999645970166,222684900
2010-02-22,83.64630126953125,83.96234384073374,83.39797964601095,83.93977019150634,132346900
2010-02-23,82.63046264648438,83.67641743383145,82.41224107877018,83.42057502127678,207497000
2010-02-24,83.39045715332031,83.52590479614365,82.66807163859916,82.87876669609994,176350700
2010-02-25,83.27760314941406,83.33780339200942,81.9758059141033,82.20154821231922,259634700
2010-02-26,83.33026123046875,83.61620945843039,82.85619732659927,83.3528348819373,173589300
2010-03-01,84.19564056396484,84.27841446602488,83.65384983812145,83.67642349486302,147709700
2010-03-02,84.42886352539062,84.83520634928281,84.27836873476755,84.55679041252931,160992400
2010-03-03,84.50413513183594,85.00829910572776,84.29343434149906,84.64710349187406,150785000
2010-03-04,84.75997161865234,84.88037206194743,84.30095497535582,84.61699752749172,135770400
2010-03-05,85.97148895263672,86.03920990816181,85.1061292723075,85.30930362090304,176118800
2010-03-08,85.9865493774414,86.17467082642952,85.83605451465532,85.9790286530098,114631200
2010-03-09,86.12948608398438,86.5283024639521,85.68552241300401,85.73066970401665,154556700
2010-03-10,86.51326751708984,86.7465362083268,86.0918774320142,86.1671248413478,186088800
2010-03-11,86.87445068359375,86.89703007156223,86.04671776269204,86.31008654556865,160791100
2010-03-12,86.88200378417969,87.26577312318251,86.64120857443511,87.25072019325499,162074800
2010-03-15,86.90457916259766,86.96477940148108,86.23486729279918,86.73151065207126,146816800
2010-03-16,87.59687042236328,87.67963857455945,86.9045791572679,87.14537437177606,168673000
2010-03-17,88.11608123779297,88.40202950048287,87.60439069199134,87.86023883539752,177468100
2010-03-18,88.07091522216797,88.2439836950243,87.71724607197088,88.1235889844733,196509100
2010-03-19,87.62511444091797,88.62248551191439,87.28509803840616,87.62511444091797,226641100
2010-03-22,88.09358978271484,88.25226759285404,87.07355191049592,87.12644259232499,184477800
2010-03-23,88.71319580078125,88.788753112235,87.9349387753129,88.22206462935185,182941600
2010-03-24,88.28248596191406,88.7282837930668,87.33045368830675,88.38071563156146,196072600
2010-03-25,88.13893127441406,89.28741715446652,88.03314990775075,88.87940084105716,223396300
2010-03-26,88.08601379394531,88.72070180084314,87.73844572855121,88.30513391956015,205808500
2010-03-29,88.64517211914062,88.8038441702518,88.1691559658071,88.53183329273202,134513500
2010-03-30,88.70562744140625,89.0305290289263,88.3353926255145,88.75096066977795,145772500
2010-03-31,88.40338134765625,88.7962827283101,88.10870387100289,88.36559981899734,161078700
2010-04-01,89.00785064697266,89.34786134411276,88.47893807240243,89.00785064697266,161215200
2010-04-05,89.73322296142578,89.7936653444173,89.0985289404673,89.34787322601002,105847600
2010-04-06,89.94477081298828,90.10344285077862,89.37808249317206,89.47630639333227,110384200
2010-04-07,89.43096923828125,90.186553631464,89.01539551617017,89.76342821597012,184576300
2010-04-08,89.74076843261719,89.89188879124698,88.8567359520788,89.12118937386563,158704000
2010-04-09,90.33013153076172,90.36790729791127,89.76344314164692,89.92966689347925,133006500
2010-04-12,90.47367095947266,90.70790603441972,90.33766554212158,90.44344689287783,110279000
2010-04-13,90.54166412353516,90.70033612789163,89.91452779823305,90.38299211917868,125043600
2010-04-14,91.5693130493164,91.5693130493164,90.73061355821477,90.87417073346327,161609000
2010-04-15,91.64485168457031,91.85641443835736,91.38794993736269,91.4181740114255,144615300
2010-04-16,90.18657684326172,91.64485532801534,89.72566978362204,91.31995372473905,366786700
2010-04-19,90.52656555175781,90.6172377554655,89.5140852179539,89.92210148766118,217947800
2010-04-20,91.33507537841797,91.41063845924558,90.57193899101173,91.09328850786926,157708000
2010-04-21,91.16881561279297,91.59949848615258,90.66256968842352,91.38793001383698,192910100
2010-04-22,91.44084167480469,91.5541805126773,90.00523561059417,90.52658504136376,115360300
2010-04-23,92.03775787353516,92.07553940922897,91.14616781889924,91.3804029638255,177335500
2010-04-26,91.69017791748047,92.27198121065662,91.59951146686245,92.06797016746157,143457300
2010-04-27,89.52162170410156,91.68258728870153,89.34783479553732,91.16123809230912,355853300
2010-04-28,90.2016830444336,90.42836071916646,89.3629837184358,89.95234451981071,300674100
2010-04-29,91.31995391845703,91.50885006577063,90.72304140118771,90.74570801652088,193775000
2010-04-30,89.77098083496094,91.43326997589331,89.74831422527598,91.3350403143898,270000900
2010-05-03,90.9345932006836,91.18393746859309,90.06566987486859,90.20167531512357,182747900
2010-05-04,88.79629516601562,89.93722946843288,88.34294558186757,89.92212031364413,360353400
2010-05-05,88.26739501953125,89.0078704830897,87.62514924588595,88.07094140435808,328973200
2010-05-06,85.33570861816406,88.4033796041848,79.3363663114479,87.84424873190186,647356600
2010-05-07,84.06632232666016,85.96283502842564,82.66849233346218,85.10902672795697,637558800
2010-05-10,87.76868438720703,88.13891911947074,86.82420391178331,87.50422524236731,396159600
2010-05-11,87.51932525634766,88.67536823908374,86.82418912831228,86.94507961096392,317849800
2010-05-12,88.7433853149414,88.87183904384611,87.7157900716127,87.8669104101325,235607100
2010-05-13,87.64024353027344,88.91718316523712,87.56468623407518,88.50160938916842,234452500
2010-05-14,86.05348205566406,87.14152512279686,85.28278872621156,86.98285313628163,345601400
2010-05-17,86.0988540649414,86.52953701234001,84.45167957469451,86.28775019563646,325739800
2010-05-18,84.92767333984375,87.05842075665183,84.6481050838831,86.80151910651087,360556800
2010-05-19,84.44410705566406,85.20724308492903,83.38628783170499,84.45165874847983,394742700
2010-05-20,81.25556945800781,83.0311921343564,81.20267876601966,82.64584237006954,530418300
2010-05-21,82.44182586669922,82.645831146763,79.60838397071602,80.02395775465448,500909400
2010-05-24,81.38402557373047,82.65340807268558,81.30846825830591,81.99604732271919,269823000
2010-05-25,81.46710968017578,81.50489120599129,78.8678975025897,79.41947665037799,396505200
