Date,Close,High,Low,Open,Volume
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2010-01-04,15.576998710632324,15.645595458295071,15.514617107714663,15.581969311001453,78169752
2010-01-05,15.508401870727539,15.604088762845768,15.447511073144824,15.587685214441919,120067812
2010-01-06,15.11745548248291,15.554878721182552,15.070233833166926,15.554878721182552,158988852
2010-01-07,14.765527725219727,15.160700857464493,14.729490873971727,15.14578810980628,256315428
2010-01-08,14.962369918823242,14.992938921586422,14.641508573259287,14.713336021548937,188783028
2010-01-11,14.939752578735352,15.023012025977431,14.764036937354273,15.023012025977431,288227484
2010-01-12,14.675559043884277,14.866434640915594,14.613921895557459,14.853759041916595,193937868
2010-01-13,14.591304779052734,14.623365529018814,14.263485741718624,14.327856339944463,259604136
2010-01-14,14.659899711608887,14.768013100394175,14.484930428457675,14.51202057665287,169434396
2010-01-15,14.415093421936035,14.752108272726423,14.36637907570012,14.746639475744598,217162620
2010-01-19,14.604475975036621,14.674066268368604,14.322885048322975,14.444916686364722,172495332
2010-01-20,14.425281524658203,14.56371576394547,14.298032082386147,14.56371576394547,129897972
2010-01-21,14.489156723022461,14.584594521046384,14.222477578812109,14.50058967189256,252055692
2010-01-22,13.669733047485352,14.181468082831202,13.293200610772004,14.029861935247286,271743984
2010-01-25,13.420947074890137,13.666501143814738,13.309353889897716,13.584731557408658,176619204
2010-01-26,13.481094360351562,13.659543463214419,13.328742804197354,13.370496605790738,174045780
2010-01-27,13.473139762878418,13.611077699445854,13.304383727901032,13.45251101546405,158417424
2010-01-28,13.279034614562988,13.594924412420125,13.187324764908512,13.532541862562208,129034836
2010-01-29,13.170920372009277,13.445552653921927,13.063304229259858,13.383419206345712,165454380
2010-02-01,13.247469902038574,13.316812048723884,13.179868602012386,13.286738401759562,89941968
2010-02-02,13.200247764587402,13.29568555907935,13.113011270783256,13.29568555907935,163684152
2010-02-03,13.441327095031738,13.473139692116895,13.128420822362138,13.13935652100288,119844036
2010-02-04,13.092382431030273,13.371238945131292,13.062060636436753,13.346385946751395,134972892
2010-02-05,13.204472541809082,13.259399186257346,12.985016009438398,13.132645099948505,126113760
2010-02-08,13.258652687072754,13.470655211437574,13.210437489625916,13.234545088349334,107664228
2010-02-09,13.332468032836914,13.45897301803645,13.298418287634778,13.409514224025036,112671216
2010-02-10,13.283011436462402,13.366021786940646,13.114999843401526,13.273566538239281,106873020
2010-02-11,13.331474304199219,13.433126296269839,13.159984812614718,13.254925357997125,96303600
2010-02-12,13.249955177307129,13.350115424236787,13.184839177530165,13.24622817426535,91096812
2010-02-16,13.45325756072998,13.523593255598424,13.279281824988338,13.34315611871227,146029824
2010-02-17,13.376459121704102,13.505450355334755,13.3615473221426,13.470655209216176,81106812
2010-02-18,13.5009765625,13.545464758853486,13.32501277481534,13.35980792223477,93382524
2010-02-19,13.439836502075195,13.521106948299057,13.41349175390238,13.434120501527904,102021876
2010-02-22,13.490538597106934,13.607350543656272,13.445802248002774,13.603621646350934,85698216
2010-02-23,13.298418998718262,13.511165985540677,13.229326900086253,13.495508784760865,114789096
2010-02-24,13.208946228027344,13.382175617339442,13.185086779560933,13.271328773928326,92970936
2010-02-25,13.083684921264648,13.13488267028058,12.923875582702813,13.100832923224383,132235632
2010-02-26,13.092880249023438,13.215906393813263,13.010366201137925,13.10829024637301,81890028
2010-03-01,13.23926830291748,13.254181050485839,13.116243107972961,13.152529057296006,89426484
2010-03-02,13.44729232788086,13.561618968188547,13.296928837925455,13.30860899009786,174097728
2010-03-03,13.553171157836914,13.622760512725629,13.402309453046998,13.479603807078524,123452424
2010-03-04,13.783561706542969,13.821835704906404,13.575039924664832,13.582495824568742,127224648
2010-03-05,14.022653579711914,14.108648375005304,13.915535627330684,13.951573426812129,156331512
2010-03-08,13.979657173156738,14.046763119149722,13.943123071241631,14.036820971331224,95360544
2010-03-09,13.922741889953613,14.03383782615686,13.831031103510561,13.914290544308907,126936936
2010-03-10,14.326862335205078,14.37781193249888,13.972945763874614,14.011468861131334,225969804
2010-03-11,14.443424224853516,14.569431957761662,14.270939301164134,14.27243104935513,169162668
2010-03-12,14.403660774230957,14.620881129695306,14.394215875608847,14.617401330503807,110025864
2010-03-15,13.997056007385254,14.15288831473729,13.818606898938826,14.084043412473875,185969844
2010-03-16,14.047260284423828,14.127289038499347,13.936910676993438,13.963503579865543,137122740
2010-03-17,14.056206703186035,14.202595046750005,14.023647756393537,14.124305252040873,132731136
2010-03-18,14.077083587646484,14.127785035716604,13.99158699101288,14.035328841085217,71016912
2010-03-19,13.918020248413086,14.116848987329329,13.85041800361067,13.918020248413086,191576232
2010-03-22,13.85588550567627,14.088266736448327,13.775856762680203,13.821339457128563,160031808
2010-03-23,13.644631385803223,13.876018136617859,13.470656584588996,13.844454634894985,219831948
2010-03-24,13.851659774780273,13.914290468386973,13.413491176381482,13.557889562117753,262345392
2010-03-25,13.989599227905273,14.216263526962797,13.884716530610364,13.893663232303107,157078764
2010-03-26,13.984875679016113,14.101687618429436,13.91851703358896,14.048998122766843,107740152
2010-03-29,13.978911399841309,14.035328848747428,13.932187000193244,13.992581497549095,124055820
2010-03-30,14.08478832244873,14.107653272383095,13.9249789826316,13.988356028317696,79036884
